name,datetime,tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,preciptype,windspeed,sealevelpressure,uvindex
sao paulo,2022-01-01,76.2,64.2,69.5,84.9,1.141,100,8.33,rain,12.8,1011.8,8
sao paulo,2022-01-02,81.3,67.8,72.3,83.1,0.315,100,4.17,rain,12.2,1013.8,8
sao paulo,2022-01-03,82.5,67.9,72.5,86.3,0.039,100,4.17,rain,9.3,1013.2,7
sao paulo,2022-01-04,79.8,68,72.2,85.6,0.315,100,8.33,rain,13.7,1010.6,7
sao paulo,2022-01-05,77.7,68.2,72.8,81.6,0.004,100,4.17,rain,13.4,1009.2,4
sao paulo,2022-01-06,78.1,66.2,70.5,84.3,0.039,100,4.17,rain,14.2,1011.1,6
sao paulo,2022-01-07,69.8,64.4,66.1,89.7,0.107,100,8.33,rain,12.4,1014.4,3
sao paulo,2022-01-08,69.1,61.9,65.3,87.7,0,0,0,,16.2,1015.5,4
sao paulo,2022-01-09,67.2,60.9,62.5,92,0.315,100,8.33,rain,13.3,1016.4,3
sao paulo,2022-01-10,74.5,60.8,66.7,86.7,0,0,0,,8.5,1013.3,4
sao paulo,2022-01-11,74.2,64.5,67.7,88.7,0.689,100,8.33,rain,6.6,1013.1,4
sao paulo,2022-01-12,79.8,64.4,69.8,86.6,0.079,100,4.17,rain,13.2,1015.9,7
sao paulo,2022-01-13,81.9,67.9,71.6,85.7,0.354,100,4.17,rain,16.5,1019.8,7
sao paulo,2022-01-14,82.7,68,73.4,81.6,0,0,0,,8,1022.1,8
sao paulo,2022-01-15,81.7,69.8,75.1,75.9,0,0,0,,9.9,1021.3,4
sao paulo,2022-01-16,83.5,66.5,72.7,75.9,1.969,100,4.17,rain,13.6,1017.6,8
sao paulo,2022-01-17,82.4,66,74.8,72.3,0,0,0,,10.8,1016.6,8
sao paulo,2022-01-18,89.6,68.4,77.1,69.2,0,0,0,,15.6,1017.7,9
sao paulo,2022-01-19,89.6,66.7,74.5,70.3,0.122,100,8.33,rain,11.6,1020,8
sao paulo,2022-01-20,88.5,65.1,73.7,73,0.394,100,4.17,rain,18,1019,8
sao paulo,2022-01-21,85.2,66,74.7,72.8,0,0,0,,12.4,1017.6,10
sao paulo,2022-01-22,87.7,66.1,74,71.8,0,0,0,,12.2,1016.9,8
sao paulo,2022-01-23,88.8,69.8,75.7,75.3,0,0,0,,14.3,1015.9,8
sao paulo,2022-01-24,87.8,68.1,75.3,77.4,0,0,0,,23.3,1015.4,8
sao paulo,2022-01-25,87,69.7,75.7,73.6,0,0,0,,12.9,1015,8
sao paulo,2022-01-26,87.8,70.4,77.3,69.5,1.142,100,4.17,rain,13.3,1013.8,8
sao paulo,2022-01-27,86.1,69.8,76.5,68.2,0,0,0,,15.4,1012.9,8
sao paulo,2022-01-28,76.3,66.3,70,88.3,0.345,100,12.5,rain,9.4,1012.5,4
sao paulo,2022-01-29,71.9,65.5,67.6,90,1.142,100,8.33,rain,8,1012.6,3
sao paulo,2022-01-30,73.4,64.5,67.9,87.1,0.945,100,8.33,rain,8.9,1013.5,6
sao paulo,2022-01-31,74.4,66.2,69.4,86.3,0.157,100,4.17,rain,10.5,1013.2,5
sao paulo,2022-02-01,77.7,66.6,70.8,85.5,0.276,100,4.17,rain,10,1015.4,8
sao paulo,2022-02-02,76.2,66.3,70.2,85.7,1.674,100,8.33,rain,9.4,1017.7,6
sao paulo,2022-02-03,79,67.2,71.8,82.1,0.079,100,4.17,rain,9.6,1016.8,5
sao paulo,2022-02-04,80.6,69.7,73.7,77.8,0,0,0,,11.3,1015.1,5
sao paulo,2022-02-05,82.5,69.7,75,77.1,0,0,0,,15.6,1013.1,7
sao paulo,2022-02-06,81.2,70,74.1,79.1,0,0,0,,12.3,1013.7,7
sao paulo,2022-02-07,70.8,65.5,68.8,87.5,0.355,100,8.33,rain,12.1,1015.3,3
sao paulo,2022-02-08,75.5,64.5,68.3,81.4,0,0,0,,15.3,1015.7,6
sao paulo,2022-02-09,75.2,60.9,68.2,72.3,0,0,0,,14.4,1015.7,9
sao paulo,2022-02-10,78,59,68.3,73.8,0,0,0,,14.7,1015.7,8
sao paulo,2022-02-11,75.5,63.7,68.5,76.7,0,0,0,,13.3,1016.3,6
sao paulo,2022-02-12,78.1,64.5,69.9,77.3,0,0,0,,14.7,1016.1,7
sao paulo,2022-02-13,83.1,64.5,71.5,77.2,0,0,0,,15.5,1014.5,7
sao paulo,2022-02-14,87.1,66,74.8,71,0.039,100,4.17,rain,12.2,1013.8,8
sao paulo,2022-02-15,79.9,68.1,72.5,74.6,0,0,0,,14.6,1016.9,7
sao paulo,2022-02-16,79.9,64.4,70.6,75.8,0,0,0,,12.1,1017.9,5
sao paulo,2022-02-17,79.9,66.2,69.6,77.4,0.394,100,4.17,rain,12.5,1015.3,7
sao paulo,2022-02-18,77,64.3,68.7,77,0,0,0,,13.3,1012.8,7
sao paulo,2022-02-19,80.9,60.2,69.7,75.6,0,0,0,,15.4,1013.6,7
sao paulo,2022-02-20,85.3,67.7,73.7,68.6,0.157,100,4.17,rain,13.5,1016.4,8
sao paulo,2022-02-21,87,65.1,75.4,66.7,0,0,0,,13.3,1018,8
sao paulo,2022-02-22,87.8,66.8,76,68.1,0,0,0,,9.4,1017.5,8
sao paulo,2022-02-23,86,66,73.7,76.1,0.079,100,4.17,rain,14.5,1016.4,8
sao paulo,2022-02-24,85.2,64.2,73.5,73,0,0,0,,15.7,1018.1,8
sao paulo,2022-02-25,86,68,75,71.7,0,0,0,,13.6,1019.7,8
sao paulo,2022-02-26,86,66,74,68.9,0,0,0,,13.6,1019.5,8
sao paulo,2022-02-27,85.2,66.3,73.6,75.8,0,0,0,,13.4,1017.5,8
sao paulo,2022-02-28,89.5,68.6,78.8,62.4,0,0,0,,12.1,1015.5,8
sao paulo,2022-03-01,87.1,66.5,76.7,68.9,0.984,100,4.17,rain,12.2,1015.7,8
sao paulo,2022-03-02,86.3,67.2,75.7,71.6,0,0,0,,11.4,1016.6,8
sao paulo,2022-03-03,88.6,71.3,77.6,67.3,0.197,100,4.17,rain,10.6,1016.6,8
sao paulo,2022-03-04,85.2,65.6,73.3,79.4,1.878,100,8.33,rain,12,1017.4,7
sao paulo,2022-03-05,86.8,66.2,73.4,79.2,0.315,100,4.17,rain,9.2,1016.1,8
sao paulo,2022-03-06,87.1,67.6,75.2,74.3,0.591,100,4.17,rain,15,1016,8
sao paulo,2022-03-07,87.7,66.5,75.5,69.4,0.079,100,4.17,rain,12.4,1015.7,8
sao paulo,2022-03-08,87.8,69.8,76.6,72.8,0,0,0,,12.1,1016.3,7
sao paulo,2022-03-09,85.2,68,74.6,76.6,0,0,0,,12.6,1017.1,7
sao paulo,2022-03-10,86.1,68.6,75.9,69.2,0.012,100,4.17,rain,11.3,1015.5,7
sao paulo,2022-03-11,81.3,68,74.6,71.9,0,0,0,,12.9,1015,5
sao paulo,2022-03-12,81.6,66.1,72.2,80.4,0.107,100,8.33,rain,18.3,1016.1,6
sao paulo,2022-03-13,81.7,67.3,71.6,82.7,1.343,100,8.33,rain,13.1,1017,6
sao paulo,2022-03-14,76.3,68.1,70.8,89,1.181,100,8.33,rain,8,1014.9,6
sao paulo,2022-03-15,79.8,68.1,71.4,86.5,0.039,100,4.17,rain,9.7,1015.2,6
sao paulo,2022-03-16,82.9,69.1,72.2,85.2,0,0,0,,8.1,1016,7
sao paulo,2022-03-17,85.9,68.1,76.7,74.3,0,0,0,,11.9,1016.7,7
sao paulo,2022-03-18,88.8,73,78.5,70.4,0.118,100,4.17,rain,12.7,1017.5,8
sao paulo,2022-03-19,85.2,69.1,75.8,74.8,0,0,0,,13.6,1016.8,7
sao paulo,2022-03-20,68,62.6,65.2,89,0.118,100,8.33,rain,14.8,1020.7,3
sao paulo,2022-03-21,70.5,60.8,64.7,79.2,0,0,0,,16.5,1022.6,5
sao paulo,2022-03-22,75.5,60.6,66.6,72,0,0,0,,14.1,1021.6,8
sao paulo,2022-03-23,83.2,62.6,71.4,72.3,0.004,100,4.17,rain,10.3,1018.6,8
sao paulo,2022-03-24,85.3,64.4,75.5,66.5,0,0,0,,15.9,1015.8,9
sao paulo,2022-03-25,84.2,71.4,76.9,67.3,0,0,0,,15.2,1014.2,9
sao paulo,2022-03-26,83.5,71.6,76.7,71,0.079,100,4.17,rain,12.8,1014,8
sao paulo,2022-03-27,79.9,68.7,73,81.1,0.354,100,8.33,rain,9.6,1017.1,2
sao paulo,2022-03-28,79.5,66.3,71.4,78.8,0,0,0,,12.4,1019.5,6
sao paulo,2022-03-29,79.7,66.3,71.7,79.4,0,0,0,,15.4,1018.1,8
sao paulo,2022-03-30,86,66.9,75.8,70.5,0,0,0,,15.4,1014.8,8
sao paulo,2022-03-31,72.3,61.9,66.9,84.9,0.244,100,8.33,rain,15.2,1018.2,4
sao paulo,2022-04-01,66.6,60.9,63.2,90.9,0,0,0,,11.7,1022.2,3
sao paulo,2022-04-02,69,61.9,65,88.4,0,0,0,,13.3,1022.7,4
sao paulo,2022-04-03,78.3,64.4,69.9,83.7,0,0,0,,12.5,1020.5,6
sao paulo,2022-04-04,85.3,67.9,75.6,71.9,0,0,0,,13.2,1018,9
sao paulo,2022-04-05,74.4,66.2,69.1,86.8,0.02,100,4.17,rain,11.2,1018.9,6
sao paulo,2022-04-06,77.9,62.7,68.8,78,0,0,0,,11.8,1019.1,6
sao paulo,2022-04-07,76.5,62.6,67.4,78.8,0,0,0,,13.3,1018.4,8
sao paulo,2022-04-08,85.3,64.5,71.6,78.4,0,0,0,,11.8,1017,8
sao paulo,2022-04-09,84.1,66.8,73.2,77.8,0,0,0,,11.1,1016.2,7
sao paulo,2022-04-10,79.8,65,70.6,75.9,0,0,0,,13.8,1016.3,9
sao paulo,2022-04-11,81.6,62.7,70.3,76.7,0,0,0,,12.3,1015.7,8
sao paulo,2022-04-12,82.4,68,73.6,76.9,0,0,0,,12.9,1014.1,7
sao paulo,2022-04-13,78,69,72.9,77.5,0,0,0,,11.9,1014.1,7
sao paulo,2022-04-14,78,60.8,67.8,81.9,0,0,0,,15.2,1014.9,5
sao paulo,2022-04-15,67.3,56.4,60.8,73.3,0,0,0,,17,1018,6
sao paulo,2022-04-16,68.3,55.4,60.6,78.8,0,0,0,,12.4,1020.1,7
sao paulo,2022-04-17,66.5,57.2,61,79.4,0.118,100,4.17,rain,12.4,1021.2,5
sao paulo,2022-04-18,70.1,55.3,62,78.8,0,0,0,,11.8,1020.9,7
sao paulo,2022-04-19,76.2,57.3,64.9,77.2,0,0,0,,12.2,1020.3,8
sao paulo,2022-04-20,73.7,57.3,64.9,78.6,0,0,0,,11.3,1020.4,8
sao paulo,2022-04-21,78,57.3,66.8,72.8,0,0,0,,9.4,1017.4,8
sao paulo,2022-04-22,80.6,58.7,69.3,67.2,0,0,0,,13.3,1013.8,8
sao paulo,2022-04-23,81.2,67.9,73.5,52.7,0,0,0,,20.2,1012.8,8
sao paulo,2022-04-24,77.3,59.7,68.5,72.3,0,0,0,,12.4,1020.4,7
sao paulo,2022-04-25,82.4,64.5,70.6,73.7,0,0,0,,12.5,1020.9,8
sao paulo,2022-04-26,85.2,64.5,72.7,68.2,0,0,0,,7.1,1019.1,8
sao paulo,2022-04-27,84.2,64.1,74.7,61.3,0,0,0,,10.8,1018.2,7
sao paulo,2022-04-28,84.3,64.8,75.5,58.8,0,0,0,,13.2,1019.5,7
sao paulo,2022-04-29,73,65.4,68.3,83,0.036,100,8.33,rain,11.8,1021.9,2
sao paulo,2022-04-30,69.8,64.4,66.3,88.9,0,0,0,,11.3,1021.3,2
sao paulo,2022-05-01,80.6,64.4,71.9,68.6,0,0,0,,14,1017.6,7
sao paulo,2022-05-02,79.9,64.8,71.1,72.5,0,0,0,,10.5,1017.9,6
sao paulo,2022-05-03,83.2,65.2,73.2,68.8,0,0,0,,13.4,1015.6,6
sao paulo,2022-05-04,69.8,58.2,65.7,76.7,0.288,100,8.33,rain,16.2,1013.8,3
sao paulo,2022-05-05,63.8,53.6,58.9,81.2,0.008,100,4.17,rain,16,1019.1,4
sao paulo,2022-05-06,66.8,57.3,60.9,79.7,0,0,0,,14.2,1023.6,5
sao paulo,2022-05-07,62.6,57.3,59.5,82.7,0,0,0,,12.4,1024.2,3
sao paulo,2022-05-08,68,57.3,61.8,80.8,0,0,0,,10.7,1023.3,4
sao paulo,2022-05-09,70.9,59,63.5,79.3,0,0,0,,11.3,1022.8,5
sao paulo,2022-05-10,73.4,57.2,63.4,77.8,0,0,0,,9.4,1020,6
sao paulo,2022-05-11,75.5,59,66.1,77.1,0.118,100,4.17,rain,13.4,1016.6,6
sao paulo,2022-05-12,71.7,59.1,63.5,80.6,0,0,0,,11.9,1018.3,6
sao paulo,2022-05-13,71.9,59.1,64.1,78.3,0,0,0,,12.4,1020.6,6
sao paulo,2022-05-14,75.2,59.1,65.6,78.7,0,0,0,,10,1019.4,6
sao paulo,2022-05-15,72.7,62.6,66.6,80,0.016,100,4.17,rain,14.8,1015.4,5
sao paulo,2022-05-16,71.8,60,64.5,76,0,0,0,,14.1,1016.6,5
sao paulo,2022-05-17,63.7,51,58.3,59.5,0,0,0,,18.3,1015.8,8
sao paulo,2022-05-18,54,44.6,48.6,63.6,0,0,0,,22.8,1014.1,5
sao paulo,2022-05-19,55.3,44.7,49.7,76.5,0,0,0,,16.1,1017.3,4
sao paulo,2022-05-20,62.9,42.5,53,77.4,0,0,0,,8,1022.2,5
sao paulo,2022-05-21,67.2,49.9,56.5,76.6,0,0,0,,7.9,1024.6,5
sao paulo,2022-05-22,69,50,58.1,75.2,0,0,0,,7.5,1023.7,6
sao paulo,2022-05-23,73.4,50.5,61.2,69,0,0,0,,8,1022.3,5
sao paulo,2022-05-24,74.5,54,64.1,61.7,0,0,0,,7.1,1023.5,5
sao paulo,2022-05-25,74.4,54,64.7,59.8,0,0,0,,9,1025.1,5
sao paulo,2022-05-26,75.2,53.1,65.1,63.9,0,0,0,,8.4,1024.7,5
sao paulo,2022-05-27,76.3,54.8,65.8,59.1,0,0,0,,10.5,1022.1,6
sao paulo,2022-05-28,76.8,54.8,65.5,58.2,0,0,0,,9.4,1019.4,5
sao paulo,2022-05-29,78.2,57.4,69.6,50.8,0,0,0,,15.9,1015.9,5
sao paulo,2022-05-30,75.4,60.9,66.8,72.4,0.776,100,12.5,rain,11.2,1015.3,4
sao paulo,2022-05-31,62.7,59.9,61.1,89.7,0,0,0,,10.2,1018.7,1
sao paulo,2022-06-01,71.5,59.1,63.8,89.5,0.016,100,4.17,rain,6.8,1018.1,4
sao paulo,2022-06-02,69.8,60.8,62.9,86,0,0,0,,15.8,1017.6,2
sao paulo,2022-06-03,64.4,57.3,60.3,86,0.039,100,4.17,rain,11.3,1021.5,5
sao paulo,2022-06-04,65.7,55.5,59.3,84.7,0.004,100,4.17,rain,12.4,1023.6,3
