commodityName,stat_year,market_month,volume,value,unit value,Textbox12,Textbox16
"Oranges, export value and volume history by market year (Fresh)",2018,Oct,"13,191","4,835,860",0.37,"1,055,889","520,410,326"
"Oranges, export value and volume history by market year (Fresh)",2017,Nov,"38,451","22,332,520",0.58,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Dec,"91,287","50,838,823",0.56,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Jan,"143,836","81,822,987",0.57,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Feb,"223,544","136,242,021",0.61,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Mar,"249,389","151,086,591",0.61,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Apr,"189,834","105,612,610",0.56,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,May,"98,880","53,199,567",0.54,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Jun,"37,216","18,699,796",0.5,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Jul,"21,076","8,563,614",0.41,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Aug,"14,231","5,701,610",0.4,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Sep,"9,549","3,659,645",0.38,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2017,Oct,"9,447","4,613,522",0.49,"1,126,739","642,373,306"
"Oranges, export value and volume history by market year (Fresh)",2016,Nov,"62,834","30,924,933",0.49,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Dec,"123,896","57,584,820",0.46,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Jan,"121,075","58,004,815",0.48,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Feb,"224,100","109,363,836",0.49,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Mar,"364,701","190,165,393",0.52,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Apr,"229,882","110,821,097",0.48,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,May,"140,575","65,110,497",0.46,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Jun,"44,928","20,471,010",0.46,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Jul,"13,910","6,461,397",0.46,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Aug,"9,931","4,192,808",0.42,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Sep,"6,668","3,074,524",0.46,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2016,Oct,"11,102","6,623,641",0.6,"1,353,601","662,798,771"
"Oranges, export value and volume history by market year (Fresh)",2015,Nov,"40,486","19,074,569",0.47,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Dec,"105,770","47,976,794",0.45,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Jan,"145,363","64,963,680",0.45,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Feb,"228,245","107,711,602",0.47,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Mar,"290,470","129,943,861",0.45,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Apr,"273,491","117,385,076",0.43,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,May,"182,810","72,883,516",0.4,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Jun,"87,229","34,287,185",0.39,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Jul,"40,185","12,317,500",0.31,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Aug,"25,050","6,835,673",0.27,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Sep,"16,044","4,609,496",0.29,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2015,Oct,"14,273","5,219,416",0.37,"1,449,417","623,208,368"
"Oranges, export value and volume history by market year (Fresh)",2014,Nov,"43,819","22,124,860",0.5,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Dec,"106,899","48,659,508",0.46,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Jan,"142,007","67,903,513",0.48,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Feb,"155,692","85,353,548",0.55,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Mar,"242,772","130,330,895",0.54,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Apr,"197,597","92,813,934",0.47,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,May,"132,066","58,535,668",0.44,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Jun,"62,869","26,746,851",0.43,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Jul,"27,017","9,988,605",0.37,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Aug,"20,862","7,071,033",0.34,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Sep,"9,840","4,237,188",0.43,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2014,Oct,"9,297","4,967,535",0.53,"1,150,737","558,733,138"
"Oranges, export value and volume history by market year (Fresh)",2013,Nov,"56,045","26,428,956",0.47,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Dec,"123,541","59,474,343",0.48,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Jan,"142,319","77,395,367",0.54,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Feb,"156,102","88,758,500",0.57,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Mar,"224,452","126,152,710",0.56,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Apr,"158,335","78,744,194",0.5,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,May,"131,591","61,901,047",0.47,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Jun,"62,171","28,365,204",0.46,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Jul,"22,145","7,633,053",0.34,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Aug,"15,675","5,134,467",0.33,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Sep,"12,023","4,080,536",0.34,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2013,Oct,"12,339","4,799,263",0.39,"1,116,739","568,867,640"
"Oranges, export value and volume history by market year (Fresh)",2012,Nov,"50,902","22,094,616",0.43,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Dec,"103,799","45,513,742",0.44,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Jan,"173,297","73,814,170",0.43,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Feb,"248,360","110,658,670",0.45,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Mar,"375,704","167,258,070",0.45,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Apr,"244,044","105,793,158",0.43,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,May,"142,271","59,227,099",0.42,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Jun,"84,482","32,583,659",0.39,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Jul,"30,522","9,354,468",0.31,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Aug,"20,422","6,056,366",0.3,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Sep,"12,089","4,069,137",0.34,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2012,Oct,"15,024","5,915,156",0.39,"1,500,915","642,338,311"
"Oranges, export value and volume history by market year (Fresh)",2011,Nov,"32,026","13,659,433",0.43,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Dec,"112,613","49,601,926",0.44,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Jan,"151,443","65,215,275",0.43,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Feb,"230,636","103,311,293",0.45,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Mar,"334,184","153,671,981",0.46,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Apr,"258,632","114,781,310",0.44,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,May,"201,590","80,075,344",0.4,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Jun,"113,476","45,062,534",0.4,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Jul,"38,801","12,483,441",0.32,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Aug,"22,452","6,582,458",0.29,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Sep,"17,955","4,925,625",0.27,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2011,Oct,"17,934","5,615,819",0.31,"1,531,743","654,986,439"
"Oranges, export value and volume history by market year (Fresh)",2010,Nov,"46,251","18,060,721",0.39,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Dec,"102,550","39,485,486",0.39,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Jan,"179,109","69,677,129",0.39,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Feb,"231,548","95,784,411",0.41,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Mar,"309,375","130,019,196",0.42,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Apr,"297,440","118,273,207",0.4,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,May,"219,681","80,512,517",0.37,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Jun,"137,471","50,527,755",0.37,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Jul,"61,978","19,423,731",0.31,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Aug,"29,313","7,313,427",0.25,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Sep,"21,877","5,997,931",0.27,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2010,Oct,"17,379","4,993,302",0.29,"1,653,973","640,068,813"
"Oranges, export value and volume history by market year (Fresh)",2009,Nov,"54,789","21,824,249",0.4,"1,476,998","545,460,493"
"Oranges, export value and volume history by market year (Fresh)",2009,Dec,"94,755","36,055,340",0.38,"1,476,998","545,460,493"
"Oranges, export value and volume history by market year (Fresh)",2009,Jan,"150,062","56,890,425",0.38,"1,476,998","545,460,493"
"Oranges, export value and volume history by market year (Fresh)",2009,Feb,"157,965","60,972,827",0.39,"1,476,998","545,460,493"
"Oranges, export value and volume history by market year (Fresh)",2009,Mar,"297,147","114,264,943",0.38,"1,476,998","545,460,493"
